,Gesture,Handedness,Landmarks
10,Nothing,Left,"[(0.7762577533721924, 0.6380963325500488, 1.0337805633753305e-07), (0.7946733236312866, 0.6295706033706665, -0.02255859784781933), (0.8128092885017395, 0.6311764121055603, -0.03928060084581375), (0.8196044564247131, 0.64188551902771, -0.05402538925409317), (0.8209648132324219, 0.6610419154167175, -0.06793653964996338), (0.8148292899131775, 0.708088755607605, -0.02962992712855339), (0.8257740139961243, 0.7462311387062073, -0.05115446075797081), (0.8126522302627563, 0.7513602375984192, -0.06732988357543945), (0.7968748211860657, 0.7462871670722961, -0.07607876509428024), (0.7961278557777405, 0.7161043286323547, -0.028003383427858353), (0.7921569347381592, 0.7517231702804565, -0.05203644186258316), (0.7742623090744019, 0.7432069778442383, -0.06576209515333176), (0.762078583240509, 0.7255247831344604, -0.07128914445638657), (0.7786874771118164, 0.7155684232711792, -0.02850916236639023), (0.7675397396087646, 0.7449344396591187, -0.05123971030116081), (0.7514776587486267, 0.7321279048919678, -0.0585876889526844), (0.7422466278076172, 0.7106311321258545, -0.05883045494556427), (0.7617279887199402, 0.7084309458732605, -0.030538612976670265), (0.7490375638008118, 0.7278348207473755, -0.050393231213092804), (0.7390015125274658, 0.7144033908843994, -0.055515725165605545), (0.7344709634780884, 0.6929693222045898, -0.054942063987255096)]"
11,Nothing,Right,"[(0.41242319345474243, 0.6154152154922485, 8.772953918878557e-08), (0.3922227919101715, 0.601127564907074, -0.026707695797085762), (0.3702356219291687, 0.6043385863304138, -0.041312914341688156), (0.353502482175827, 0.6167904734611511, -0.052945367991924286), (0.3368048071861267, 0.6309901475906372, -0.06473375856876373), (0.3657895624637604, 0.6696625351905823, -0.0336795337498188), (0.35572683811187744, 0.6945750117301941, -0.055603817105293274), (0.36089006066322327, 0.7034580707550049, -0.0709623396396637), (0.3705070912837982, 0.7062365412712097, -0.07894518971443176), (0.38296985626220703, 0.6827921271324158, -0.02911723218858242), (0.3801290988922119, 0.7131671905517578, -0.049222640693187714), (0.38459154963493347, 0.719531774520874, -0.06120388209819794), (0.3902572989463806, 0.7174248695373535, -0.06738778203725815), (0.40048643946647644, 0.6828200221061707, -0.026932215318083763), (0.40804073214530945, 0.7014685869216919, -0.0489661879837513), (0.4196775257587433, 0.6902385354042053, -0.05641341209411621), (0.42817389965057373, 0.6738449931144714, -0.05760510265827179), (0.417274534702301, 0.6739155054092407, -0.026475172489881516), (0.4250590205192566, 0.6856160759925842, -0.04504938796162605), (0.4324856400489807, 0.6755481958389282, -0.049853455275297165), (0.4376256465911865, 0.6600753664970398, -0.05012529343366623)]"
12,Nothing,Left,"[(0.7736635804176331, 0.6458839774131775, 1.4978236606566497e-07), (0.7930517196655273, 0.6353940367698669, -0.025788381695747375), (0.8122968077659607, 0.6362143754959106, -0.04442115128040314), (0.8200541734695435, 0.6435633301734924, -0.06062266603112221), (0.8218114376068115, 0.6573336124420166, -0.07606595009565353), (0.8158696293830872, 0.7114748954772949, -0.03450334444642067), (0.8213202357292175, 0.7508663535118103, -0.05852828547358513), (0.8065811395645142, 0.7525147199630737, -0.07615413516759872), (0.7900274991989136, 0.7436738610267639, -0.08526923507452011), (0.7968708872795105, 0.7199965119361877, -0.03129887580871582), (0.7901078462600708, 0.7526549696922302, -0.05725006386637688), (0.7732007503509521, 0.7437329888343811, -0.071970134973526), (0.760749876499176, 0.7247503399848938, -0.07767088711261749), (0.7789129614830017, 0.7211560010910034, -0.030376596376299858), (0.7670280933380127, 0.7442637085914612, -0.05417932569980621), (0.7520053386688232, 0.7274453639984131, -0.06152909994125366), (0.7434449791908264, 0.7042686343193054, -0.061091918498277664), (0.7625672817230225, 0.7161484956741333, -0.03130612522363663), (0.7511547803878784, 0.7342042326927185, -0.05072515457868576), (0.7413856983184814, 0.7190707921981812, -0.05494263768196106), (0.7364966869354248, 0.6974981427192688, -0.05338538810610771)]"
13,Nothing,Right,"[(0.4146847724914551, 0.6041308641433716, -1.4765556954898784e-07), (0.3929944932460785, 0.5985377430915833, -0.02145311050117016), (0.37293586134910583, 0.6086391806602478, -0.033836886286735535), (0.36108458042144775, 0.625062108039856, -0.044408150017261505), (0.3489668071269989, 0.6428529024124146, -0.05304330959916115), (0.36803728342056274, 0.6666348576545715, -0.025755248963832855), (0.3568800091743469, 0.696403980255127, -0.04590082913637161), (0.37072399258613586, 0.6793991327285767, -0.05653518810868263), (0.38333576917648315, 0.66129070520401, -0.06037010997533798), (0.38822272419929504, 0.6771423816680908, -0.022716762498021126), (0.38236045837402344, 0.7077304124832153, -0.04509972780942917), (0.3952156901359558, 0.679932713508606, -0.05267688259482384), (0.402369886636734, 0.656730592250824, -0.05319574102759361), (0.40850695967674255, 0.6806953549385071, -0.022381862625479698), (0.4056209623813629, 0.708034336566925, -0.04277282953262329), (0.41381290555000305, 0.6828874349594116, -0.04464463144540787), (0.41798925399780273, 0.6603003740310669, -0.04080837592482567), (0.42687493562698364, 0.6784548163414001, -0.02353789284825325), (0.42844289541244507, 0.7114708423614502, -0.03676239028573036), (0.4338436424732208, 0.7275301218032837, -0.03991317376494408), (0.43795913457870483, 0.7400991320610046, -0.039462860673666)]"
14,Nothing,Left,"[(0.7745827436447144, 0.6499329209327698, 3.640425516593382e-09), (0.7928836345672607, 0.6406086683273315, -0.023413389921188354), (0.811682403087616, 0.6398798823356628, -0.040846087038517), (0.8175346851348877, 0.6449886560440063, -0.05599340423941612), (0.8186890482902527, 0.655609667301178, -0.06990078091621399), (0.8144340515136719, 0.7219951748847961, -0.028723038733005524), (0.8128930330276489, 0.7502356171607971, -0.05105812847614288), (0.7970299124717712, 0.7412800788879395, -0.06760495901107788), (0.782508134841919, 0.7252212166786194, -0.07563843578100204), (0.7938518524169922, 0.7309525012969971, -0.025786003097891808), (0.7752872109413147, 0.7487931251525879, -0.048630572855472565), (0.7593410611152649, 0.7272168397903442, -0.059556663036346436), (0.7517530918121338, 0.7035252451896667, -0.06254392862319946), (0.775676429271698, 0.7311521768569946, -0.025378594174981117), (0.7537118196487427, 0.7401048541069031, -0.044629767537117004), (0.7429329752922058, 0.7191382050514221, -0.04738248139619827), (0.7406364679336548, 0.6967864632606506, -0.04446874186396599), (0.7600311636924744, 0.7254666686058044, -0.026972031220793724), (0.7417404651641846, 0.7338239550590515, -0.039798859506845474), (0.7351367473602295, 0.7156902551651001, -0.039264362305402756), (0.7357524037361145, 0.6962050199508667, -0.03501947596669197)]"
15,Nothing,Right,"[(0.41266149282455444, 0.633651852607727, -1.7064887458673184e-07), (0.40109723806381226, 0.613429605960846, -0.025613388046622276), (0.3961506485939026, 0.6118885278701782, -0.04100868105888367), (0.40756863355636597, 0.6249206066131592, -0.05156324803829193), (0.42358025908470154, 0.6438478231430054, -0.06211526319384575), (0.39093485474586487, 0.6814428567886353, -0.0363851934671402), (0.4264025092124939, 0.6590162515640259, -0.051959194242954254), (0.4480683207511902, 0.6527968645095825, -0.06313350796699524), (0.4606316089630127, 0.6532189249992371, -0.07060651481151581), (0.4023878872394562, 0.7022472620010376, -0.029871242120862007), (0.4386086165904999, 0.6761036515235901, -0.042136989533901215), (0.4587411880493164, 0.6678283214569092, -0.049973465502262115), (0.4711092412471771, 0.6669760346412659, -0.05640345439314842), (0.4153682589530945, 0.7100551128387451, -0.024240490049123764), (0.44822755455970764, 0.6857337355613708, -0.03657005727291107), (0.46284541487693787, 0.6736891865730286, -0.03979575261473656), (0.4702548682689667, 0.6718543767929077, -0.041907284408807755), (0.42889365553855896, 0.7094194889068604, -0.020556099712848663), (0.45378199219703674, 0.6905951499938965, -0.030434351414442062), (0.464730829000473, 0.6776055693626404, -0.03136034309864044), (0.4694836139678955, 0.6744844913482666, -0.030942505225539207)]"
16,Nothing,Left,"[(0.7673153281211853, 0.6343473196029663, -1.2224636236624065e-07), (0.7762227654457092, 0.6201053857803345, -0.026500025764107704), (0.7861523628234863, 0.6175354719161987, -0.04425860196352005), (0.778850793838501, 0.6263595819473267, -0.05799004063010216), (0.7681851983070374, 0.6412334442138672, -0.07003968954086304), (0.7920845746994019, 0.7008286118507385, -0.038851168006658554), (0.7726576924324036, 0.7036114931106567, -0.05653946101665497), (0.7545922994613647, 0.6894517540931702, -0.06646700948476791), (0.7409458756446838, 0.6726412177085876, -0.0714721754193306), (0.7748971581459045, 0.7195485234260559, -0.032961491495370865), (0.7508605718612671, 0.7157344818115234, -0.05112091079354286), (0.7337033152580261, 0.6909802556037903, -0.058739714324474335), (0.7239375710487366, 0.6664314866065979, -0.06160896643996239), (0.7586681842803955, 0.7267570495605469, -0.028410907834768295), (0.7357403635978699, 0.7194057106971741, -0.04479319602251053), (0.723859965801239, 0.6960901021957397, -0.04692685604095459), (0.7186952233314514, 0.6735642552375793, -0.04526849836111069), (0.7454413771629333, 0.7252732515335083, -0.02595396898686886), (0.7263885140419006, 0.7201360464096069, -0.037807367742061615), (0.7185362577438354, 0.7016878724098206, -0.03863000497221947), (0.7157264947891235, 0.6840453147888184, -0.03635339438915253)]"
17,Nothing,Left,"[(0.6859661936759949, 0.6262785196304321, -2.484706840277795e-07), (0.6497052907943726, 0.6107229590415955, -0.0031113778240978718), (0.6108154654502869, 0.6041158437728882, -0.008331636898219585), (0.5792418122291565, 0.6009608507156372, -0.012917554937303066), (0.5538766980171204, 0.6007614731788635, -0.01900702342391014), (0.6052775382995605, 0.5967704653739929, -0.02891548164188862), (0.5668908357620239, 0.6203023791313171, -0.0408579483628273), (0.5495842099189758, 0.6478920578956604, -0.04442083463072777), (0.5396469831466675, 0.6725706458091736, -0.045954059809446335), (0.6205258369445801, 0.6066257357597351, -0.03338119760155678), (0.5783165693283081, 0.6429179310798645, -0.042981769889593124), (0.5586731433868408, 0.6741592884063721, -0.04448505863547325), (0.5488585829734802, 0.697972297668457, -0.04758507385849953), (0.6365264654159546, 0.6248168349266052, -0.03705693781375885), (0.5944625735282898, 0.6591841578483582, -0.04716028645634651), (0.5746394991874695, 0.687994658946991, -0.0479993112385273), (0.5649662613868713, 0.7083786129951477, -0.04978027567267418), (0.6523159146308899, 0.6485328674316406, -0.04030220955610275), (0.6215808987617493, 0.6734376549720764, -0.052095938473939896), (0.6040590405464172, 0.6929871439933777, -0.055007629096508026), (0.5938457250595093, 0.709598958492279, -0.056672390550374985)]"
18,Nothing,Left,"[(0.7022975087165833, 0.6397106647491455, -1.5123998764465796e-07), (0.6710062623023987, 0.6230220198631287, 0.004120203200727701), (0.6384259462356567, 0.6188510060310364, -0.0007776505080983043), (0.6136505603790283, 0.6304738521575928, -0.006430243141949177), (0.5967729687690735, 0.6490532755851746, -0.014123275876045227), (0.6254985332489014, 0.6033904552459717, -0.02082677185535431), (0.5855398774147034, 0.6273831129074097, -0.033504582941532135), (0.5690227746963501, 0.6505252122879028, -0.040631506592035294), (0.5603967308998108, 0.668542742729187, -0.04427449777722359), (0.6417140960693359, 0.6181574463844299, -0.028941771015524864), (0.5987204909324646, 0.6545893549919128, -0.04002736136317253), (0.5806238055229187, 0.6794702410697937, -0.04350323602557182), (0.5715175867080688, 0.698004961013794, -0.04614398255944252), (0.6586644649505615, 0.6402252912521362, -0.0357721708714962), (0.6188177466392517, 0.6784970760345459, -0.044774413108825684), (0.5999895930290222, 0.700355589389801, -0.04487862065434456), (0.5895549058914185, 0.7143006920814514, -0.04461446404457092), (0.6735409498214722, 0.6656765937805176, -0.04159693792462349), (0.639134407043457, 0.6943852305412292, -0.04903924837708473), (0.622128963470459, 0.7083134055137634, -0.04854313284158707), (0.6109724640846252, 0.7172474265098572, -0.04728351905941963)]"
19,Nothing,Left,"[(0.7185521125793457, 0.6405342817306519, 1.1189015225454568e-07), (0.6924095153808594, 0.6045677065849304, -0.0003505845961626619), (0.6582565307617188, 0.5948531627655029, -0.0065896292217075825), (0.6295871138572693, 0.5994895696640015, -0.011940021067857742), (0.6087457537651062, 0.6068862676620483, -0.018788471817970276), (0.6587215065956116, 0.5925781726837158, -0.030729977414011955), (0.6128371953964233, 0.5926353931427002, -0.04240726679563522), (0.586492657661438, 0.5984756946563721, -0.046347517520189285), (0.566220223903656, 0.6052601933479309, -0.047681886702775955), (0.6620852947235107, 0.6252540349960327, -0.035989876836538315), (0.6092122793197632, 0.6299622058868408, -0.046902723610401154), (0.580613374710083, 0.6315903663635254, -0.048809196799993515), (0.5610804557800293, 0.6328537464141846, -0.049524374306201935), (0.6648718118667603, 0.6569249629974365, -0.03929256275296211), (0.6142294406890869, 0.6654446125030518, -0.04690124839544296), (0.5908792614936829, 0.6621690392494202, -0.04612567648291588), (0.5768293142318726, 0.657444417476654, -0.04504787176847458), (0.6677577495574951, 0.6833263039588928, -0.04184800013899803), (0.6273329854011536, 0.6885545253753662, -0.04670540615916252), (0.6110431551933289, 0.6820089221000671, -0.04415113478899002), (0.6022436022758484, 0.6743744015693665, -0.04146482050418854)]"
20,Nothing,Right,"[(0.47749626636505127, 0.5991790294647217, 1.4779037371681625e-07), (0.5011119246482849, 0.5702176690101624, -0.004606171045452356), (0.5370287895202637, 0.5534933805465698, -0.009583132341504097), (0.5694832801818848, 0.5506213903427124, -0.014210470952093601), (0.5943459868431091, 0.549730658531189, -0.017596224322915077), (0.5341774225234985, 0.5382643342018127, -0.015319684520363808), (0.5707252621650696, 0.5503140687942505, -0.025968633592128754), (0.5891615152359009, 0.5674524307250977, -0.03071889467537403), (0.6004247665405273, 0.5790470242500305, -0.032453250139951706), (0.5297887921333313, 0.5621254444122314, -0.01779652200639248), (0.566970705986023, 0.5789297819137573, -0.02494800090789795), (0.5833386182785034, 0.5940109491348267, -0.0252084881067276), (0.5941623449325562, 0.6031404137611389, -0.02535366825759411), (0.5255391001701355, 0.591166079044342, -0.020570185035467148), (0.5606447458267212, 0.6093121767044067, -0.02582152746617794), (0.5752306580543518, 0.6229251027107239, -0.02130129747092724), (0.5845091938972473, 0.6305886507034302, -0.01777742989361286), (0.5226249098777771, 0.6210095882415771, -0.02393892966210842), (0.5532484650611877, 0.6339229345321655, -0.02670283056795597), (0.5660667419433594, 0.6422840356826782, -0.022456226870417595), (0.5745551586151123, 0.6458619236946106, -0.018718799576163292)]"
