,Gesture,Handedness,Landmarks
10,Open,Right,"[(0.33175599575042725, 0.3485470712184906, 3.5364186601327674e-07), (0.35730716586112976, 0.317815899848938, -0.014483939856290817), (0.37394484877586365, 0.27986469864845276, -0.02350635454058647), (0.39000049233436584, 0.24933791160583496, -0.03168899193406105), (0.4029487073421478, 0.22786907851696014, -0.039966121315956116), (0.33279305696487427, 0.22992277145385742, -0.016856279224157333), (0.33544617891311646, 0.17593878507614136, -0.028641436249017715), (0.33670663833618164, 0.14335407316684723, -0.03779960423707962), (0.3374837636947632, 0.11633612960577011, -0.04369065910577774), (0.31245413422584534, 0.2332165241241455, -0.016865843906998634), (0.3070161044597626, 0.1777077615261078, -0.0256970152258873), (0.30367764830589294, 0.1413373053073883, -0.03306182846426964), (0.3012107014656067, 0.11307738721370697, -0.0380757600069046), (0.29683199524879456, 0.24567824602127075, -0.018309535458683968), (0.2854408919811249, 0.19929982721805573, -0.026261787861585617), (0.279476135969162, 0.1681252419948578, -0.032188527286052704), (0.27554118633270264, 0.14319568872451782, -0.03601493686437607), (0.2854936420917511, 0.2656858563423157, -0.02109922282397747), (0.2700386643409729, 0.23817822337150574, -0.028391199186444283), (0.2612515687942505, 0.21763408184051514, -0.031172463670372963), (0.25491634011268616, 0.19991406798362732, -0.032261237502098083)]"
11,Open,Left,"[(0.7739515900611877, 0.3964470326900482, 2.682096749140328e-07), (0.7555767893791199, 0.3663005828857422, -0.01254366897046566), (0.7432208061218262, 0.3327515125274658, -0.021964149549603462), (0.7361374497413635, 0.31023404002189636, -0.030537914484739304), (0.7274885177612305, 0.29245665669441223, -0.03971724957227707), (0.7788727283477783, 0.27502986788749695, -0.01871892623603344), (0.7832773327827454, 0.22481796145439148, -0.03054150380194187), (0.7877100110054016, 0.1938459873199463, -0.039705052971839905), (0.7923851609230042, 0.16819928586483002, -0.04641548916697502), (0.8010117411613464, 0.28232821822166443, -0.022359101101756096), (0.8174780011177063, 0.23005574941635132, -0.03222817927598953), (0.8283320069313049, 0.19719994068145752, -0.041105445474386215), (0.8376185894012451, 0.17050710320472717, -0.04772428795695305), (0.8167418837547302, 0.30153122544288635, -0.02734748274087906), (0.8393654227256775, 0.2574835419654846, -0.03888682648539543), (0.8539478778839111, 0.23045088350772858, -0.04812438786029816), (0.8660240173339844, 0.2073209434747696, -0.054690293967723846), (0.8275539875030518, 0.3292607367038727, -0.033114008605480194), (0.8512187004089355, 0.3080885708332062, -0.044756606221199036), (0.8667557835578918, 0.2942653000354767, -0.049910884350538254), (0.8801911473274231, 0.28082460165023804, -0.05309935659170151)]"
12,Open,Right,"[(0.32800254225730896, 0.3485604524612427, 3.411666398278612e-07), (0.3526417016983032, 0.31753432750701904, -0.013033367693424225), (0.3691287934780121, 0.27816566824913025, -0.020981136709451675), (0.3840214014053345, 0.24762409925460815, -0.028350871056318283), (0.39607033133506775, 0.2255820482969284, -0.035822272300720215), (0.3282983899116516, 0.22879019379615784, -0.014453164301812649), (0.32949644327163696, 0.17534376680850983, -0.02566571906208992), (0.3298940062522888, 0.14256799221038818, -0.03435125946998596), (0.330035924911499, 0.11595137417316437, -0.039986077696084976), (0.3076592981815338, 0.23227877914905548, -0.015101573430001736), (0.30122703313827515, 0.17725297808647156, -0.02380182407796383), (0.2972266972064972, 0.14156574010849, -0.03103289008140564), (0.29411551356315613, 0.11433891952037811, -0.03586190566420555), (0.2913481295108795, 0.2447204440832138, -0.01720825955271721), (0.2788352370262146, 0.19782543182373047, -0.025314221158623695), (0.2720414102077484, 0.1670450121164322, -0.03128412738442421), (0.26732107996940613, 0.14276772737503052, -0.03503556549549103), (0.2791783809661865, 0.2647242248058319, -0.02050822414457798), (0.26323458552360535, 0.23680858314037323, -0.028016749769449234), (0.254082590341568, 0.21653015911579132, -0.030909979715943336), (0.24748146533966064, 0.19851791858673096, -0.032013680785894394)]"
13,Open,Left,"[(0.7741798758506775, 0.39804893732070923, 2.653571016253409e-07), (0.7561190724372864, 0.36973536014556885, -0.012271711602807045), (0.743694543838501, 0.33693355321884155, -0.02133428491652012), (0.7370537519454956, 0.31483757495880127, -0.029643747955560684), (0.7286471128463745, 0.296562522649765, -0.03860341012477875), (0.7788004875183105, 0.27739185094833374, -0.018621355295181274), (0.783035159111023, 0.22697803378105164, -0.0303315632045269), (0.7875966429710388, 0.1963086724281311, -0.039321739226579666), (0.7925287485122681, 0.17069999873638153, -0.045901957899332047), (0.8009960651397705, 0.2838887572288513, -0.022201303392648697), (0.8180164098739624, 0.2313525378704071, -0.0319562628865242), (0.8289352059364319, 0.1985800415277481, -0.04077683761715889), (0.8380624055862427, 0.17166019976139069, -0.04737269878387451), (0.817007839679718, 0.3023045063018799, -0.027085302397608757), (0.8399614095687866, 0.2585781216621399, -0.03842279687523842), (0.8545411825180054, 0.23191091418266296, -0.047671619802713394), (0.8662917613983154, 0.20894618332386017, -0.05428590625524521), (0.8280792832374573, 0.3292458951473236, -0.032750386744737625), (0.8517986536026001, 0.309200644493103, -0.04412651062011719), (0.8673162460327148, 0.2958693206310272, -0.049349866807460785), (0.8805980682373047, 0.282723605632782, -0.05264344438910484)]"
14,Open,Right,"[(0.32224175333976746, 0.35118135809898376, 3.180967667049117e-07), (0.3503265976905823, 0.3176552951335907, -0.010046743787825108), (0.36569318175315857, 0.27782168984413147, -0.016872895881533623), (0.3796538710594177, 0.2472558617591858, -0.023065917193889618), (0.39157310128211975, 0.22487613558769226, -0.0295572429895401), (0.32511574029922485, 0.2320418804883957, -0.01589951291680336), (0.3249657452106476, 0.17529670894145966, -0.025455614551901817), (0.3248433768749237, 0.14194679260253906, -0.03213047236204147), (0.3243609666824341, 0.11556518077850342, -0.03644906356930733), (0.3032926917076111, 0.23712357878684998, -0.016655035316944122), (0.2965322434902191, 0.17955000698566437, -0.024058064445853233), (0.29236188530921936, 0.14267733693122864, -0.029879087582230568), (0.2889094352722168, 0.11502620577812195, -0.03403494134545326), (0.28677117824554443, 0.2506532371044159, -0.018090637400746346), (0.2745968997478485, 0.20123699307441711, -0.024918189272284508), (0.26712122559547424, 0.16905122995376587, -0.030812585726380348), (0.2614805996417999, 0.14368925988674164, -0.03496742621064186), (0.2753305435180664, 0.27006852626800537, -0.020218059420585632), (0.2598182260990143, 0.24001272022724152, -0.027274826541543007), (0.2503136396408081, 0.21910814940929413, -0.0306539386510849), (0.2432383894920349, 0.20096859335899353, -0.03233392536640167)]"
15,Open,Left,"[(0.7764171957969666, 0.39955461025238037, 2.769232594346249e-07), (0.7583630681037903, 0.3711257576942444, -0.013304485008120537), (0.746549665927887, 0.33880165219306946, -0.023191245272755623), (0.7395021319389343, 0.3170667886734009, -0.03208499401807785), (0.7293040156364441, 0.3004506826400757, -0.04159810394048691), (0.7811021208763123, 0.27920469641685486, -0.01960678957402706), (0.7856101989746094, 0.22925564646720886, -0.03134983777999878), (0.790128767490387, 0.19874556362628937, -0.04047831892967224), (0.7950830459594727, 0.17357966303825378, -0.04718683660030365), (0.8030540943145752, 0.28610074520111084, -0.02289353869855404), (0.8199200630187988, 0.2339676022529602, -0.03246871009469032), (0.8309082388877869, 0.20174001157283783, -0.041257161647081375), (0.8402911424636841, 0.17610573768615723, -0.047944698482751846), (0.8185666799545288, 0.30492544174194336, -0.027546824887394905), (0.8420334458351135, 0.26125386357307434, -0.03890293836593628), (0.8567098379135132, 0.23482102155685425, -0.04836984723806381), (0.8687122464179993, 0.21248486638069153, -0.05524926632642746), (0.8292133808135986, 0.33243250846862793, -0.03304096683859825), (0.8534652590751648, 0.3124799132347107, -0.044694166630506516), (0.8692144751548767, 0.2990988790988922, -0.050165802240371704), (0.882634699344635, 0.28599753975868225, -0.05370405316352844)]"
16,Open,Right,"[(0.3251628577709198, 0.35012727975845337, 3.2587144005447044e-07), (0.3502369821071625, 0.318132609128952, -0.01354599092155695), (0.36506274342536926, 0.27838051319122314, -0.021360548213124275), (0.37866920232772827, 0.2475774586200714, -0.028441835194826126), (0.39067643880844116, 0.22492311894893646, -0.035621367394924164), (0.32345592975616455, 0.22952237725257874, -0.01493633072823286), (0.32360267639160156, 0.17594674229621887, -0.025924738496541977), (0.3236565589904785, 0.14361350238323212, -0.03442453593015671), (0.3235320746898651, 0.11708340048789978, -0.04006081447005272), (0.3030116856098175, 0.2343149036169052, -0.015291443094611168), (0.29579076170921326, 0.18021777272224426, -0.023926351219415665), (0.2918359041213989, 0.14476242661476135, -0.03113597445189953), (0.2889377474784851, 0.11775211989879608, -0.03610599413514137), (0.2872302532196045, 0.2483024299144745, -0.017170878127217293), (0.2740759551525116, 0.20177805423736572, -0.025559216737747192), (0.26703497767448425, 0.1707243025302887, -0.03199150413274765), (0.2621352970600128, 0.1457556188106537, -0.036191247403621674), (0.27578264474868774, 0.2694968581199646, -0.020263345912098885), (0.25961998105049133, 0.24127228558063507, -0.028419427573680878), (0.2500374913215637, 0.22056369483470917, -0.032008230686187744), (0.24281343817710876, 0.20205093920230865, -0.03374648466706276)]"
17,Open,Left,"[(0.776886522769928, 0.40156736969947815, 2.857302945358242e-07), (0.7598209977149963, 0.3739577531814575, -0.01451123971492052), (0.7486521005630493, 0.34356966614723206, -0.025029540061950684), (0.7421568036079407, 0.3224391043186188, -0.03447268158197403), (0.732486367225647, 0.3060685992240906, -0.044305916875600815), (0.7823770642280579, 0.28009194135665894, -0.01901850476861), (0.787253201007843, 0.22935184836387634, -0.030781729146838188), (0.7919098734855652, 0.19854876399040222, -0.04011404514312744), (0.7968704104423523, 0.17346282303333282, -0.046930279582738876), (0.8046866655349731, 0.28658929467201233, -0.021766571328043938), (0.8213194608688354, 0.2341778427362442, -0.03139878809452057), (0.8323497772216797, 0.2019585818052292, -0.04045592248439789), (0.8416585326194763, 0.17636516690254211, -0.04721253737807274), (0.8205001950263977, 0.3049953579902649, -0.02609376795589924), (0.8435950875282288, 0.2609606385231018, -0.03731130436062813), (0.8580654859542847, 0.23497283458709717, -0.04659673944115639), (0.869799017906189, 0.21319720149040222, -0.05327431857585907), (0.8312480449676514, 0.33191218972206116, -0.03145930543541908), (0.854759693145752, 0.31173232197761536, -0.04281792789697647), (0.8700323700904846, 0.2986476719379425, -0.04801197350025177), (0.8830320835113525, 0.2859957218170166, -0.051282525062561035)]"
18,Open,Left,"[(0.32334235310554504, 0.3527126908302307, 3.3613451932978933e-07), (0.3504871428012848, 0.3192898631095886, -0.012227914296090603), (0.36453977227211, 0.2810157835483551, -0.020445482805371284), (0.37803977727890015, 0.24957875907421112, -0.027412384748458862), (0.38952523469924927, 0.22538281977176666, -0.03447139263153076), (0.3235688805580139, 0.23466412723064423, -0.018497319892048836), (0.32372209429740906, 0.17724990844726562, -0.028396310284733772), (0.3234497606754303, 0.14358919858932495, -0.03544200584292412), (0.3227178752422333, 0.11674386262893677, -0.03999972715973854), (0.3019997179508209, 0.24033284187316895, -0.017899220809340477), (0.2955513596534729, 0.18281883001327515, -0.02553473971784115), (0.2915559709072113, 0.14526057243347168, -0.03143985569477081), (0.288324773311615, 0.11758105456829071, -0.035728614777326584), (0.2858559489250183, 0.2541179656982422, -0.018056515604257584), (0.2735190987586975, 0.20505470037460327, -0.02507779188454151), (0.2662671208381653, 0.1725323349237442, -0.031087148934602737), (0.2610695958137512, 0.14745162427425385, -0.035327546298503876), (0.27487730979919434, 0.2731224298477173, -0.01903465948998928), (0.2586069703102112, 0.24320700764656067, -0.026389993727207184), (0.24857676029205322, 0.22194333374500275, -0.030096661299467087), (0.2412181794643402, 0.20376542210578918, -0.03197731077671051)]"
19,Open,Left,"[(0.7787532210350037, 0.3993813395500183, 2.7933151613979135e-07), (0.7610134482383728, 0.3721460998058319, -0.014338227920234203), (0.749396562576294, 0.34131568670272827, -0.02470550313591957), (0.7430551052093506, 0.31977590918540955, -0.03395996615290642), (0.7325326204299927, 0.3033573031425476, -0.0437893345952034), (0.7830703854560852, 0.28044816851615906, -0.020223284140229225), (0.7874807119369507, 0.2303801327943802, -0.03224710375070572), (0.7922380566596985, 0.19996164739131927, -0.04160371050238609), (0.7974770665168762, 0.1745537370443344, -0.04850113019347191), (0.8056325912475586, 0.28658345341682434, -0.02310876175761223), (0.8224327564239502, 0.2346068173646927, -0.03291623294353485), (0.8333284258842468, 0.20253124833106995, -0.04186328500509262), (0.842542290687561, 0.17644037306308746, -0.04866371676325798), (0.8214434385299683, 0.3050006330013275, -0.02745862677693367), (0.844835102558136, 0.2616289258003235, -0.038779255002737045), (0.8590825200080872, 0.2354452759027481, -0.047975804656744), (0.8705739974975586, 0.21307536959648132, -0.054685384035110474), (0.8321765661239624, 0.3320733904838562, -0.032806072384119034), (0.8558021783828735, 0.31229251623153687, -0.04431365057826042), (0.8709732890129089, 0.2989713251590729, -0.049578212201595306), (0.8838759660720825, 0.28578877449035645, -0.05298694595694542)]"
20,Open,Right,"[(0.3243066966533661, 0.35194486379623413, 3.308771567844815e-07), (0.3505088686943054, 0.32034406065940857, -0.013219459913671017), (0.36487674713134766, 0.2809722423553467, -0.020919838920235634), (0.3781691789627075, 0.24921755492687225, -0.027621783316135406), (0.389477014541626, 0.22599612176418304, -0.03440491855144501), (0.3229115605354309, 0.23166674375534058, -0.01613900251686573), (0.32293954491615295, 0.17674797773361206, -0.026168284937739372), (0.3227594494819641, 0.1445373147726059, -0.03366643190383911), (0.3221987783908844, 0.11846302449703217, -0.03863070160150528), (0.3019658923149109, 0.23744019865989685, -0.01586141623556614), (0.2952883839607239, 0.18233239650726318, -0.023827092722058296), (0.2910127639770508, 0.14636223018169403, -0.030546706169843674), (0.28738313913345337, 0.11950093507766724, -0.035272978246212006), (0.2862759232521057, 0.2520030736923218, -0.0168132483959198), (0.27322763204574585, 0.20539025962352753, -0.024530060589313507), (0.26572301983833313, 0.1736961007118225, -0.031229769811034203), (0.26009804010391235, 0.14857789874076843, -0.03572516143321991), (0.27549993991851807, 0.27279341220855713, -0.018808841705322266), (0.2595210075378418, 0.24372528493404388, -0.026554087176918983), (0.24961093068122864, 0.22290271520614624, -0.03050212934613228), (0.2421189546585083, 0.20456735789775848, -0.03255541995167732)]"
